amplitude,delta_si,delta_sj,delta_t,context,om,policy,choice_changes,before_viable,after_viable,new_projects,switches,discounted_mwh,undiscounted_mwh,entry_discounted_mwh,switch_discounted_mwh,entry_undiscounted_mwh,switch_undiscounted_mwh,public_usd,private_npv_gain_usd,after_si,after_sj,after_t,counterexample_discounted,counterexample_physical
0.02,0.02,0.0,-0.02,cap,proportional,General,6,258,319,61,65,1065710.491965779,1875184.7648416725,953484.3670883208,112226.12487745826,1670520.105835628,204664.65900604418,37429860.21105603,32073068.369090427,319,0,0,False,False
0.02,0.02,0.0,-0.02,cap,proportional,New,0,258,311,53,193,288863.37595957814,472663.78925146983,757048.3189984219,-468184.9430388439,1320506.9627988013,-847843.173547331,25144350.0,18226879.14911692,0,311,0,False,False
0.02,0.02,0.0,0.0,cap,proportional,General,6,258,319,61,65,1065710.491965779,1875184.7648416725,953484.3670883208,112226.12487745826,1670520.105835628,204664.65900604418,37429860.21105603,32073068.369090427,319,0,0,False,False
0.02,0.02,0.0,0.0,cap,proportional,New,0,258,311,53,193,288863.37595957814,472663.78925146983,757048.3189984219,-468184.9430388439,1320506.9627988013,-847843.173547331,25144350.0,18226879.14911692,0,311,0,False,False
0.02,0.02,0.0,0.02,cap,proportional,General,6,258,319,61,65,1065710.491965779,1875184.7648416725,953484.3670883208,112226.12487745826,1670520.105835628,204664.65900604418,37429860.21105603,32073068.369090427,319,0,0,False,False
0.02,0.02,0.0,0.02,cap,proportional,New,0,258,311,53,193,288863.37595957814,472663.78925146983,757048.3189984219,-468184.9430388439,1320506.9627988013,-847843.173547331,25144350.0,18226879.14911692,0,311,0,False,False
0.02,0.02,0.02,-0.02,cap,proportional,General,6,270,319,49,141,972509.2540173806,1722196.51671851,755236.3472509246,217272.9067664561,1323186.3534304413,399010.1632880687,37429860.21105603,30721328.180857286,319,0,0,False,False
0.02,0.02,0.02,-0.02,cap,proportional,New,6,270,317,47,129,382465.05290239595,645512.8009102388,669079.6165327274,-286614.56363033154,1167064.5982902711,-521551.79738003225,25629450.0,21201726.134894524,0,317,0,False,False
0.02,0.02,0.02,0.0,cap,proportional,General,6,270,319,49,141,972509.2540173806,1722196.51671851,755236.3472509246,217272.9067664561,1323186.3534304413,399010.1632880687,37429860.21105603,30721328.180857286,319,0,0,False,False
0.02,0.02,0.02,0.0,cap,proportional,New,6,270,317,47,129,382465.05290239595,645512.8009102388,669079.6165327274,-286614.56363033154,1167064.5982902711,-521551.79738003225,25629450.0,21201726.134894524,0,317,0,False,False
0.02,0.02,0.02,0.02,cap,proportional,General,6,270,319,49,141,972509.2540173806,1722196.51671851,755236.3472509246,217272.9067664561,1323186.3534304413,399010.1632880687,37429860.21105603,30721328.180857286,319,0,0,False,False
0.02,0.02,0.02,0.02,cap,proportional,New,6,270,317,47,129,382465.05290239595,645512.8009102388,669079.6165327274,-286614.56363033154,1167064.5982902711,-521551.79738003225,25629450.0,21201726.134894524,0,317,0,False,False
0.02,-0.02,-0.02,-0.02,cap,3.2,General,0,290,333,43,0,601043.1373772383,1053037.3439989465,601043.1373772383,0.0,1053037.3439989465,0.0,39072550.00088294,35288616.08331712,333,0,0,False,False
0.02,-0.02,-0.02,-0.02,cap,3.2,New,4,290,326,36,290,-38961.059504923294,-110358.66115607746,469682.04469066963,-508643.1041955929,819258.6850151897,-929617.3461712671,26357100.0,14478828.255087879,0,326,0,True,True
0.02,-0.02,-0.02,0.0,cap,3.2,General,0,290,333,43,0,601043.1373772383,1053037.3439989465,601043.1373772383,0.0,1053037.3439989465,0.0,39072550.00088294,35288616.08331712,333,0,0,False,False
0.02,-0.02,-0.02,0.0,cap,3.2,New,4,290,326,36,290,-38961.059504923294,-110358.66115607746,469682.04469066963,-508643.1041955929,819258.6850151897,-929617.3461712671,26357100.0,14478828.255087879,0,326,0,True,True
0.02,-0.02,-0.02,0.02,cap,3.2,General,0,290,333,43,0,601043.1373772383,1053037.3439989465,601043.1373772383,0.0,1053037.3439989465,0.0,39072550.00088294,35288616.08331712,333,0,0,False,False
0.02,-0.02,-0.02,0.02,cap,3.2,New,62,290,326,36,290,14704.184250494058,-42351.58204367774,469682.04469066963,-454977.86044017563,819258.6850151897,-861610.2670588674,28931185.463685125,14641415.82041668,0,268,58,False,True
0.02,-0.02,0.0,-0.02,cap,3.2,General,0,292,333,41,41,608203.3700104277,1070350.8763178566,570936.0115810571,37267.358429370404,1000289.1703450578,70061.70597279882,39072550.00088294,35188801.0308258,333,0,0,False,False
0.02,-0.02,0.0,-0.02,cap,3.2,New,0,292,330,38,251,128722.15738428471,186952.47908269987,500251.07395578484,-371528.91657150025,872579.7412510588,-685627.2621683588,26680500.0,18848080.587442297,0,330,0,False,False
0.02,-0.02,0.0,0.0,cap,3.2,General,0,292,333,41,41,608203.3700104277,1070350.8763178566,570936.0115810571,37267.358429370404,1000289.1703450578,70061.70597279882,39072550.00088294,35188801.0308258,333,0,0,False,False
0.02,-0.02,0.0,0.0,cap,3.2,New,0,292,330,38,251,128722.15738428471,186952.47908269987,500251.07395578484,-371528.91657150025,872579.7412510588,-685627.2621683588,26680500.0,18848080.587442297,0,330,0,False,False
0.02,-0.02,0.0,0.02,cap,3.2,General,0,292,333,41,41,608203.3700104277,1070350.8763178566,570936.0115810571,37267.358429370404,1000289.1703450578,70061.70597279882,39072550.00088294,35188801.0308258,333,0,0,False,False
0.02,-0.02,0.0,0.02,cap,3.2,New,0,292,330,38,251,128722.15738428471,186952.47908269987,500251.07395578484,-371528.91657150025,872579.7412510588,-685627.2621683588,26680500.0,18848080.587442297,0,330,0,False,False
0.02,-0.02,0.02,-0.02,cap,3.2,General,0,298,333,35,142,587265.5996440134,1046671.9301880667,481789.35346697184,105476.24617704174,844102.7766421394,202569.1535459272,39072550.00088294,34047881.44300386,333,0,0,False,False
0.02,-0.02,0.02,-0.02,cap,3.2,New,0,298,330,32,156,219879.1659493628,358798.6168316529,424695.7390044206,-204816.5730550578,740789.8100457822,-381991.1932141293,26680500.0,22190952.156880043,0,330,0,False,False
0.02,-0.02,0.02,0.0,cap,3.2,General,0,298,333,35,142,587265.5996440134,1046671.9301880667,481789.35346697184,105476.24617704174,844102.7766421394,202569.1535459272,39072550.00088294,34047881.44300386,333,0,0,False,False
0.02,-0.02,0.02,0.0,cap,3.2,New,0,298,330,32,156,219879.1659493628,358798.6168316529,424695.7390044206,-204816.5730550578,740789.8100457822,-381991.1932141293,26680500.0,22190952.156880043,0,330,0,False,False
0.02,-0.02,0.02,0.02,cap,3.2,General,0,298,333,35,142,587265.5996440134,1046671.9301880667,481789.35346697184,105476.24617704174,844102.7766421394,202569.1535459272,39072550.00088294,34047881.44300386,333,0,0,False,False
0.02,-0.02,0.02,0.02,cap,3.2,New,0,298,330,32,156,219879.1659493628,358798.6168316529,424695.7390044206,-204816.5730550578,740789.8100457822,-381991.1932141293,26680500.0,22190952.156880043,0,330,0,False,False
0.02,0.0,-0.02,-0.02,cap,3.2,General,0,298,333,35,0,491341.5961473757,860838.4610479203,491341.59614737565,0.0,860838.4610479204,0.0,39072550.00088294,35731263.60501856,333,0,0,False,False
0.02,0.0,-0.02,-0.02,cap,3.2,New,8,298,326,28,294,-260699.266873846,-498203.8183872874,359838.8094486789,-620538.0763225248,627660.9318555292,-1125864.7502428167,26033700.0,9976506.531173948,4,322,0,True,True
0.02,0.0,-0.02,0.0,cap,3.2,General,0,298,333,35,0,491341.5961473757,860838.4610479203,491341.59614737565,0.0,860838.4610479204,0.0,39072550.00088294,35731263.60501856,333,0,0,False,False
0.02,0.0,-0.02,0.0,cap,3.2,New,8,298,326,28,294,-260699.266873846,-498203.8183872874,359838.8094486789,-620538.0763225248,627660.9318555292,-1125864.7502428167,26033700.0,9976506.531173948,4,322,0,True,True
0.02,0.0,-0.02,0.02,cap,3.2,General,0,298,333,35,0,491341.5961473757,860838.4610479203,491341.59614737565,0.0,860838.4610479204,0.0,39072550.00088294,35731263.60501856,333,0,0,False,False
0.02,0.0,-0.02,0.02,cap,3.2,New,62,298,326,28,297,-217113.56798853728,-447840.4743271377,359838.8094486789,-576952.3774372161,627660.9318555292,-1075501.406182667,28805954.679828484,10117746.530787917,1,268,57,True,True
0.02,0.0,0.0,-0.02,cap,3.2,General,0,298,333,35,0,491341.5961473757,860838.4610479203,491341.59614737565,0.0,860838.4610479204,0.0,39072550.00088294,35731263.60501856,333,0,0,False,False
0.02,0.0,0.0,-0.02,cap,3.2,New,0,298,330,32,298,-112307.37482980278,-240103.8666193242,416598.9946665361,-528906.369496339,726666.7917312796,-966770.6583506037,26680500.0,14423832.82759363,0,330,0,True,True
0.02,0.0,0.0,0.0,cap,3.2,General,0,298,333,35,0,491341.5961473757,860838.4610479203,491341.59614737565,0.0,860838.4610479204,0.0,39072550.00088294,35731263.60501856,333,0,0,False,False
0.02,0.0,0.0,0.0,cap,3.2,New,0,298,330,32,298,-112307.37482980278,-240103.8666193242,416598.9946665361,-528906.369496339,726666.7917312796,-966770.6583506037,26680500.0,14423832.82759363,0,330,0,True,True
0.02,0.0,0.0,0.02,cap,3.2,General,0,298,333,35,0,491341.5961473757,860838.4610479203,491341.59614737565,0.0,860838.4610479204,0.0,39072550.00088294,35731263.60501856,333,0,0,False,False
0.02,0.0,0.0,0.02,cap,3.2,New,0,298,330,32,298,-112307.37482980278,-240103.8666193242,416598.9946665361,-528906.369496339,726666.7917312796,-966770.6583506037,26680500.0,14423832.82759363,0,330,0,True,True
0.02,0.0,0.02,-0.02,cap,3.2,General,0,299,333,34,41,514197.3379642714,905683.1552144032,476397.5534354772,37799.78452879422,834656.2553669534,71026.89984744973,39072550.00088294,35655430.273513496,333,0,0,False,False
0.02,0.0,0.02,-0.02,cap,3.2,New,0,299,330,31,258,22643.14591858501,265.9114259017515,410782.88121537137,-388139.73529678636,716521.8404567665,-716255.929030865,26680500.0,18831790.65334826,0,330,0,False,False
0.02,0.0,0.02,0.0,cap,3.2,General,0,299,333,34,41,514197.3379642714,905683.1552144032,476397.5534354772,37799.78452879422,834656.2553669534,71026.89984744973,39072550.00088294,35655430.273513496,333,0,0,False,False
0.02,0.0,0.02,0.0,cap,3.2,New,0,299,330,31,258,22643.14591858501,265.9114259017515,410782.88121537137,-388139.73529678636,716521.8404567665,-716255.929030865,26680500.0,18831790.65334826,0,330,0,False,False
0.02,0.0,0.02,0.02,cap,3.2,General,0,299,333,34,41,514197.3379642714,905683.1552144032,476397.5534354772,37799.78452879422,834656.2553669534,71026.89984744973,39072550.00088294,35655430.273513496,333,0,0,False,False
0.02,0.0,0.02,0.02,cap,3.2,New,0,299,330,31,258,22643.14591858501,265.9114259017515,410782.88121537137,-388139.73529678636,716521.8404567665,-716255.929030865,26680500.0,18831790.65334826,0,330,0,False,False
0.02,0.02,-0.02,-0.02,cap,3.2,General,2,303,335,32,0,450009.5691634591,788424.0781016946,450009.5691634591,0.0,788424.0781016946,0.0,39307219.97085821,36112993.67424814,335,0,0,False,False
0.02,0.02,-0.02,-0.02,cap,3.2,New,91,303,326,23,216,-194526.54686714217,-370131.0339416062,292420.77870609483,-486947.32557323703,510064.7668821395,-880195.8008237456,19323150.0,6024929.612153066,87,239,0,True,True
0.02,0.02,-0.02,0.0,cap,3.2,General,2,303,335,32,0,450009.5691634591,788424.0781016946,450009.5691634591,0.0,788424.0781016946,0.0,39307219.97085821,36112993.67424814,335,0,0,False,False
0.02,0.02,-0.02,0.0,cap,3.2,New,91,303,326,23,216,-194526.54686714217,-370131.0339416062,292420.77870609483,-486947.32557323703,510064.7668821395,-880195.8008237456,19323150.0,6024929.612153066,87,239,0,True,True
0.02,0.02,-0.02,0.02,cap,3.2,General,2,303,335,32,0,450009.5691634591,788424.0781016946,450009.5691634591,0.0,788424.0781016946,0.0,39307219.97085821,36112993.67424814,335,0,0,False,False
0.02,0.02,-0.02,0.02,cap,3.2,New,91,303,326,23,218,-198579.46160530412,-378314.480904586,292420.77870609483,-491000.240311399,510064.7668821395,-888379.2477867254,19573611.567713283,6026149.764553487,85,239,2,True,True
0.02,0.02,0.0,-0.02,cap,3.2,General,2,303,335,32,0,450009.5691634591,788424.0781016946,450009.5691634591,0.0,788424.0781016946,0.0,39307219.97085821,36112993.67424814,335,0,0,False,False
0.02,0.02,0.0,-0.02,cap,3.2,New,7,303,330,27,296,-281642.6570232252,-535643.9928755386,347805.085745532,-629447.7427687573,606670.705023739,-1142314.6978992776,26114550.0,9858485.22157401,7,323,0,True,True
0.02,0.02,0.0,0.0,cap,3.2,General,2,303,335,32,0,450009.5691634591,788424.0781016946,450009.5691634591,0.0,788424.0781016946,0.0,39307219.97085821,36112993.67424814,335,0,0,False,False
0.02,0.02,0.0,0.0,cap,3.2,New,7,303,330,27,296,-281642.6570232252,-535643.9928755386,347805.085745532,-629447.7427687573,606670.705023739,-1142314.6978992776,26114550.0,9858485.22157401,7,323,0,True,True
0.02,0.02,0.0,0.02,cap,3.2,General,2,303,335,32,0,450009.5691634591,788424.0781016946,450009.5691634591,0.0,788424.0781016946,0.0,39307219.97085821,36112993.67424814,335,0,0,False,False
0.02,0.02,0.0,0.02,cap,3.2,New,7,303,330,27,296,-281642.6570232252,-535643.9928755386,347805.085745532,-629447.7427687573,606670.705023739,-1142314.6978992776,26114550.0,9858485.22157401,7,323,0,True,True
0.02,0.02,0.02,-0.02,cap,3.2,General,2,303,335,32,0,450009.5691634591,788424.0781016946,450009.5691634591,0.0,788424.0781016946,0.0,39307219.97085821,36112993.67424814,335,0,0,False,False
0.02,0.02,0.02,-0.02,cap,3.2,New,0,303,330,27,303,-190642.47676557244,-378215.02862061164,354761.18746044266,-545403.6642260153,618804.1191242138,-997019.1477448253,26680500.0,14309621.981972808,0,330,0,True,True
0.02,0.02,0.02,0.0,cap,3.2,General,2,303,335,32,0,450009.5691634591,788424.0781016946,450009.5691634591,0.0,788424.0781016946,0.0,39307219.97085821,36112993.67424814,335,0,0,False,False
0.02,0.02,0.02,0.0,cap,3.2,New,0,303,330,27,303,-190642.47676557244,-378215.02862061164,354761.18746044266,-545403.6642260153,618804.1191242138,-997019.1477448253,26680500.0,14309621.981972808,0,330,0,True,True
0.02,0.02,0.02,0.02,cap,3.2,General,2,303,335,32,0,450009.5691634591,788424.0781016946,450009.5691634591,0.0,788424.0781016946,0.0,39307219.97085821,36112993.67424814,335,0,0,False,False
0.02,0.02,0.02,0.02,cap,3.2,New,0,303,330,27,303,-190642.47676557244,-378215.02862061164,354761.18746044266,-545403.6642260153,618804.1191242138,-997019.1477448253,26680500.0,14309621.981972808,0,330,0,True,True
0.02,-0.02,-0.02,-0.02,area,proportional,General,13,337,337,0,149,621024.9837639285,954187.8576366596,0.0,621024.9837639285,0.0,954187.8576366596,72463171.65790693,64828329.44651255,83,0,254,False,False
0.02,-0.02,-0.02,-0.02,area,proportional,New,0,337,337,0,232,904570.5764920284,1390528.38749596,0.0,904570.5764920285,0.0,1390528.38749596,77664768.78220902,62459867.23469468,0,0,337,False,False
0.02,-0.02,-0.02,0.0,area,proportional,General,40,337,337,0,83,350125.6809297877,546931.7031334725,0.0,350125.68092978763,0.0,546931.7031334724,75784673.43607575,70179922.28410156,30,0,307,False,False
0.02,-0.02,-0.02,0.0,area,proportional,New,0,337,337,0,113,456627.06034370296,713288.8616331578,0.0,456627.060343703,0.0,713288.8616331578,77664768.78220902,69645053.25285363,0,0,337,False,False
0.02,-0.02,-0.02,0.02,area,proportional,General,65,337,337,0,38,159146.0634851093,251445.22529057862,0.0,159146.06348510925,0.0,251445.2252905786,77351419.55785348,72662011.623143,5,0,332,False,False
0.02,-0.02,-0.02,0.02,area,proportional,New,0,337,337,0,43,177195.6368197454,279970.9911811474,0.0,177195.63681974536,0.0,279970.9911811474,77664768.78220902,72596814.25918703,0,0,337,False,False
0.02,-0.02,0.0,-0.02,area,proportional,General,13,337,337,0,149,621024.9837639285,954187.8576366596,0.0,621024.9837639285,0.0,954187.8576366596,72463171.65790693,64828329.44651255,83,0,254,False,False
0.02,-0.02,0.0,-0.02,area,proportional,New,2,337,337,0,232,893413.8499579915,1371921.341316334,0.0,893413.8499579915,0.0,1371921.341316334,77406580.52426565,62472658.68580677,0,2,335,False,False
0.02,-0.02,0.0,0.0,area,proportional,General,40,337,337,0,83,350125.6809297877,546931.7031334725,0.0,350125.68092978763,0.0,546931.7031334724,75784673.43607575,70179922.28410156,30,0,307,False,False
0.02,-0.02,0.0,0.0,area,proportional,New,0,337,337,0,113,456627.06034370296,713288.8616331578,0.0,456627.060343703,0.0,713288.8616331578,77664768.78220902,69645053.25285363,0,0,337,False,False
0.02,-0.02,0.0,0.02,area,proportional,General,65,337,337,0,38,159146.0634851093,251445.22529057862,0.0,159146.06348510925,0.0,251445.2252905786,77351419.55785348,72662011.623143,5,0,332,False,False
0.02,-0.02,0.0,0.02,area,proportional,New,0,337,337,0,43,177195.6368197454,279970.9911811474,0.0,177195.63681974536,0.0,279970.9911811474,77664768.78220902,72596814.25918703,0,0,337,False,False
0.02,-0.02,0.02,-0.02,area,proportional,General,13,337,337,0,153,631518.218078477,973011.2898240141,0.0,631518.2180784771,0.0,973011.2898240141,72463171.65790693,64811414.73677611,83,0,254,False,False
0.02,-0.02,0.02,-0.02,area,proportional,New,4,337,337,0,228,893455.9857839824,1373400.9090902351,0.0,893455.9857839826,0.0,1373400.909090235,77148392.26632228,62524985.67082078,0,4,333,False,False
0.02,-0.02,0.02,0.0,area,proportional,General,40,337,337,0,87,360618.9152443362,565755.1353208268,0.0,360618.9152443362,0.0,565755.1353208268,75784673.43607575,70163007.57436514,30,0,307,False,False
0.02,-0.02,0.02,0.0,area,proportional,New,1,337,337,0,112,461497.0121659907,722732.2329682354,0.0,461497.01216599066,0.0,722732.2329682355,77535674.65323733,69630940.73065385,0,1,336,False,False
0.02,-0.02,0.02,0.02,area,proportional,General,65,337,337,0,42,169639.29779965777,270268.657477933,0.0,169639.29779965774,0.0,270268.657477933,77351419.55785348,72645096.91340657,5,0,332,False,False
0.02,-0.02,0.02,0.02,area,proportional,New,0,337,337,0,43,187688.87113429388,298794.4233685018,0.0,187688.87113429385,0.0,298794.4233685018,77664768.78220902,72579899.54945059,0,0,337,False,False
0.02,0.0,-0.02,-0.02,area,proportional,General,110,337,337,0,146,591401.2915276136,888621.1709876917,0.0,591401.2915276135,0.0,888621.1709876917,66384196.70540931,57753488.75091559,180,0,157,False,False
0.02,0.0,-0.02,-0.02,area,proportional,New,0,337,337,0,326,1181463.5860656863,1778026.6162970639,0.0,1181463.5860656858,0.0,1778026.6162970639,77664768.78220902,50628596.00779444,0,0,337,False,False
0.02,0.0,-0.02,0.0,area,proportional,General,0,337,337,0,134,555708.8777161391,854209.1486447519,0.0,555708.877716139,0.0,854209.1486447518,73277879.64123136,65801726.51809956,70,0,267,False,False
0.02,0.0,-0.02,0.0,area,proportional,New,0,337,337,0,204,795501.041413649,1223245.456741226,0.0,795501.041413649,0.0,1223245.456741226,77664768.78220902,63856814.383724324,0,0,337,False,False
0.02,0.0,-0.02,0.02,area,proportional,General,50,337,337,0,87,367020.70573918556,573192.8545731469,0.0,367020.70573918556,0.0,573192.8545731469,76411371.88478683,70682307.0835354,20,0,317,False,False
0.02,0.0,-0.02,0.02,area,proportional,New,0,337,337,0,107,437398.28355997265,683066.1611904759,0.0,437398.2835599726,0.0,683066.1611904758,77664768.78220902,70275860.38629092,0,0,337,False,False
0.02,0.0,0.0,-0.02,area,proportional,General,110,337,337,0,146,591401.2915276136,888621.1709876917,0.0,591401.2915276135,0.0,888621.1709876917,66384196.70540931,57753488.75091559,180,0,157,False,False
0.02,0.0,0.0,-0.02,area,proportional,New,2,337,337,0,326,1170306.8595316494,1759419.5701174382,0.0,1170306.859531649,0.0,1759419.5701174382,77406580.52426565,50641387.45890652,0,2,335,False,False
0.02,0.0,0.0,0.0,area,proportional,General,0,337,337,0,134,555708.8777161391,854209.1486447519,0.0,555708.877716139,0.0,854209.1486447518,73277879.64123136,65801726.51809956,70,0,267,False,False
0.02,0.0,0.0,0.0,area,proportional,New,0,337,337,0,204,795501.041413649,1223245.456741226,0.0,795501.041413649,0.0,1223245.456741226,77664768.78220902,63856814.383724324,0,0,337,False,False
0.02,0.0,0.0,0.02,area,proportional,General,50,337,337,0,87,367020.70573918556,573192.8545731469,0.0,367020.70573918556,0.0,573192.8545731469,76411371.88478683,70682307.0835354,20,0,317,False,False
0.02,0.0,0.0,0.02,area,proportional,New,0,337,337,0,107,437398.28355997265,683066.1611904759,0.0,437398.2835599726,0.0,683066.1611904758,77664768.78220902,70275860.38629092,0,0,337,False,False
0.02,0.0,0.02,-0.02,area,proportional,General,110,337,337,0,146,591401.2915276136,888621.1709876917,0.0,591401.2915276135,0.0,888621.1709876917,66384196.70540931,57753488.75091559,180,0,157,False,False
0.02,0.0,0.02,-0.02,area,proportional,New,4,337,337,0,326,1159855.7610430918,1742075.7057039847,0.0,1159855.7610430915,0.0,1742075.7057039847,77148392.26632228,50710629.15365697,0,4,333,False,False
0.02,0.0,0.02,0.0,area,proportional,General,0,337,337,0,134,555708.8777161391,854209.1486447519,0.0,555708.877716139,0.0,854209.1486447518,73277879.64123136,65801726.51809956,70,0,267,False,False
0.02,0.0,0.02,0.0,area,proportional,New,1,337,337,0,204,789877.7589213883,1213865.3958889493,0.0,789877.7589213882,0.0,1213865.3958889493,77535674.65323733,63859616.571260974,0,1,336,False,False
0.02,0.0,0.02,0.02,area,proportional,General,50,337,337,0,87,367020.70573918556,573192.8545731469,0.0,367020.70573918556,0.0,573192.8545731469,76411371.88478683,70682307.0835354,20,0,317,False,False
0.02,0.0,0.02,0.02,area,proportional,New,0,337,337,0,107,437398.28355997265,683066.1611904759,0.0,437398.2835599726,0.0,683066.1611904758,77664768.78220902,70275860.38629092,0,0,337,False,False
0.02,0.02,-0.02,-0.02,area,proportional,General,251,337,337,0,16,62978.17574399987,92102.7892388228,0.0,62978.17574399987,0.0,92102.78923882279,57547748.57858287,54061342.25514179,321,0,16,False,False
0.02,0.02,-0.02,-0.02,area,proportional,New,0,337,337,0,337,1053854.3619823228,1541815.065460559,0.0,1053854.3619823228,0.0,1541815.065460559,77664768.78220902,36443157.741543226,0,0,337,False,False
0.02,0.02,-0.02,0.0,area,proportional,General,94,337,337,0,157,643394.3580345789,967428.9280385529,0.0,643394.358034579,0.0,967428.928038553,67386914.22334707,58891202.79659328,164,0,173,False,False
0.02,0.02,-0.02,0.0,area,proportional,New,0,337,337,0,321,1186180.9871412418,1786046.2182776062,0.0,1186180.987141242,0.0,1786046.2182776062,77664768.78220902,52813579.15728535,0,0,337,False,False
0.02,0.02,-0.02,0.02,area,proportional,General,15,337,337,0,130,537538.2572431862,826603.8190707159,0.0,537538.2572431862,0.0,826603.8190707159,74217927.314298,66689433.22917917,55,0,282,False,False
0.02,0.02,-0.02,0.02,area,proportional,New,0,337,337,0,185,724840.484769428,1114848.4750782938,0.0,724840.484769428,0.0,1114848.475078294,77664768.78220902,65072815.89328308,0,0,337,False,False
0.02,0.02,0.0,-0.02,area,proportional,General,251,337,337,0,16,62978.17574399987,92102.7892388228,0.0,62978.17574399987,0.0,92102.78923882279,57547748.57858287,54061342.25514179,321,0,16,False,False
0.02,0.02,0.0,-0.02,area,proportional,New,2,337,337,0,337,1042697.6354482857,1523208.0192809333,0.0,1042697.6354482857,0.0,1523208.0192809333,77406580.52426565,36455949.19265532,0,2,335,False,False
0.02,0.02,0.0,0.0,area,proportional,General,94,337,337,0,157,643394.3580345789,967428.9280385529,0.0,643394.358034579,0.0,967428.928038553,67386914.22334707,58891202.79659328,164,0,173,False,False
0.02,0.02,0.0,0.0,area,proportional,New,0,337,337,0,321,1186180.9871412418,1786046.2182776062,0.0,1186180.987141242,0.0,1786046.2182776062,77664768.78220902,52813579.15728535,0,0,337,False,False
0.02,0.02,0.0,0.02,area,proportional,General,15,337,337,0,130,537538.2572431862,826603.8190707159,0.0,537538.2572431862,0.0,826603.8190707159,74217927.314298,66689433.22917917,55,0,282,False,False
0.02,0.02,0.0,0.02,area,proportional,New,0,337,337,0,185,724840.484769428,1114848.4750782938,0.0,724840.484769428,0.0,1114848.475078294,77664768.78220902,65072815.89328308,0,0,337,False,False
0.02,0.02,0.02,-0.02,area,proportional,General,251,337,337,0,16,62978.17574399987,92102.7892388228,0.0,62978.17574399987,0.0,92102.78923882279,57547748.57858287,54061342.25514179,321,0,16,False,False
0.02,0.02,0.02,-0.02,area,proportional,New,4,337,337,0,337,1032246.5369597281,1505864.1548674798,0.0,1032246.5369597281,0.0,1505864.1548674798,77148392.26632228,36525190.88740576,0,4,333,False,False
0.02,0.02,0.02,0.0,area,proportional,General,94,337,337,0,157,643394.3580345789,967428.9280385529,0.0,643394.358034579,0.0,967428.928038553,67386914.22334707,58891202.79659328,164,0,173,False,False
0.02,0.02,0.02,0.0,area,proportional,New,1,337,337,0,321,1180557.7046489813,1776666.1574253296,0.0,1180557.7046489813,0.0,1776666.1574253296,77535674.65323733,52816381.344822004,0,1,336,False,False
0.02,0.02,0.02,0.02,area,proportional,General,15,337,337,0,130,537538.2572431862,826603.8190707159,0.0,537538.2572431862,0.0,826603.8190707159,74217927.314298,66689433.22917917,55,0,282,False,False
0.02,0.02,0.02,0.02,area,proportional,New,0,337,337,0,185,724840.484769428,1114848.4750782938,0.0,724840.484769428,0.0,1114848.475078294,77664768.78220902,65072815.89328308,0,0,337,False,False
0.02,-0.02,-0.02,-0.02,area,3.2,General,4,337,337,0,98,358075.4247375918,551035.9011704836,0.0,358075.4247375918,0.0,551035.9011704834,76411371.88478683,70359491.24622387,20,0,317,False,False
0.02,-0.02,-0.02,-0.02,area,3.2,New,0,337,337,0,118,418420.2350413699,643858.2773693958,0.0,418420.2350413699,0.0,643858.2773693957,77664768.78220902,70042159.26647544,0,0,337,False,False
0.02,-0.02,-0.02,0.0,area,3.2,General,14,337,337,0,37,135052.80205482853,210936.62455632215,0.0,135052.80205482853,0.0,210936.62455632212,77539429.0924668,72924837.44092657,2,0,335,False,False
0.02,-0.02,-0.02,0.0,area,3.2,New,0,337,337,0,39,141277.6310371331,220668.22922108206,0.0,141277.6310371331,0.0,220668.22922108206,77664768.78220902,72908332.07910585,0,0,337,False,False
0.02,-0.02,-0.02,0.02,area,3.2,General,16,337,337,0,9,33387.61714737468,52736.355189704525,0.0,33387.61714737468,0.0,52736.355189704525,77664768.78220902,73785073.1703186,0,0,337,False,False
0.02,-0.02,-0.02,0.02,area,3.2,New,0,337,337,0,9,33387.61714737468,52736.355189704525,0.0,33387.61714737468,0.0,52736.355189704525,77664768.78220902,73785073.1703186,0,0,337,False,False
0.02,-0.02,0.0,-0.02,area,3.2,General,4,337,337,0,98,358075.4247375918,551035.9011704836,0.0,358075.4247375918,0.0,551035.9011704834,76411371.88478683,70359491.24622387,20,0,317,False,False
0.02,-0.02,0.0,-0.02,area,3.2,New,0,337,337,0,118,418420.2350413699,643858.2773693958,0.0,418420.2350413699,0.0,643858.2773693957,77664768.78220902,70042159.26647544,0,0,337,False,False
0.02,-0.02,0.0,0.0,area,3.2,General,14,337,337,0,37,135052.80205482853,210936.62455632215,0.0,135052.80205482853,0.0,210936.62455632212,77539429.0924668,72924837.44092657,2,0,335,False,False
0.02,-0.02,0.0,0.0,area,3.2,New,0,337,337,0,39,141277.6310371331,220668.22922108206,0.0,141277.6310371331,0.0,220668.22922108206,77664768.78220902,72908332.07910585,0,0,337,False,False
0.02,-0.02,0.0,0.02,area,3.2,General,16,337,337,0,9,33387.61714737468,52736.355189704525,0.0,33387.61714737468,0.0,52736.355189704525,77664768.78220902,73785073.1703186,0,0,337,False,False
