amplitude,delta_si,delta_sj,delta_t,context,om,policy,choice_changes,before_viable,after_viable,new_projects,switches,discounted_mwh,undiscounted_mwh,entry_discounted_mwh,switch_discounted_mwh,entry_undiscounted_mwh,switch_undiscounted_mwh,public_usd,private_npv_gain_usd,after_si,after_sj,after_t,counterexample_discounted,counterexample_physical
0.05,0.0,0.05,0.0,cap,3.2,New,3,304,333,29,123,235898.32985335885,391255.14151699236,388240.2339166472,-152341.9040632884,677201.0706051596,-285945.92908816744,26923050.0,23474711.25164919,0,333,0,False,False
0.05,0.0,0.05,0.05,cap,3.2,General,0,304,333,29,181,522038.6150924093,938372.2776548591,401971.43308109546,120067.18201131382,704260.4830366661,234111.79461819291,39072550.00088294,33545683.588595252,333,0,0,False,False
0.05,0.0,0.05,0.05,cap,3.2,New,3,304,333,29,123,235898.32985335885,391255.14151699236,388240.2339166472,-152341.9040632884,677201.0706051596,-285945.92908816744,26923050.0,23474711.25164919,0,333,0,False,False
0.05,0.05,-0.05,-0.05,cap,3.2,General,3,307,336,29,0,414550.9513005285,726300.0033818821,414550.95130052854,0.0,726300.0033818822,0.0,39424554.95584585,36617912.503567025,336,0,0,False,False
0.05,0.05,-0.05,-0.05,cap,3.2,New,263,307,317,10,57,-32301.9615719107,-63661.71285181827,124088.2824325965,-156390.2440045072,216445.15527195748,-280106.8681237757,5416950.0,433203.6243907878,250,67,0,True,True
0.05,0.05,-0.05,0.0,cap,3.2,General,3,307,336,29,0,414550.9513005285,726300.0033818821,414550.95130052854,0.0,726300.0033818822,0.0,39424554.95584585,36617912.503567025,336,0,0,False,False
0.05,0.05,-0.05,0.0,cap,3.2,New,263,307,317,10,57,-32301.9615719107,-63661.71285181827,124088.2824325965,-156390.2440045072,216445.15527195748,-280106.8681237757,5416950.0,433203.6243907878,250,67,0,True,True
0.05,0.05,-0.05,0.05,cap,3.2,General,3,307,336,29,0,414550.9513005285,726300.0033818821,414550.95130052854,0.0,726300.0033818822,0.0,39424554.95584585,36617912.503567025,336,0,0,False,False
0.05,0.05,-0.05,0.05,cap,3.2,New,330,307,323,16,174,-93067.71657098121,-255172.3373618396,213641.02958317936,-306708.7461541606,367910.7186940198,-623083.0560558593,23793848.932761606,2132863.4784243032,133,0,190,True,True
0.05,0.05,0.0,-0.05,cap,3.2,General,3,307,336,29,0,414550.9513005285,726300.0033818821,414550.95130052854,0.0,726300.0033818822,0.0,39424554.95584585,36617912.503567025,336,0,0,False,False
0.05,0.05,0.0,-0.05,cap,3.2,New,124,307,330,23,183,-133909.30645392917,-259606.91730835102,294125.4917850056,-428034.7982389348,513038.2699383962,-772645.1872467471,16655100.0,4625722.778244635,124,206,0,True,True
0.05,0.05,0.0,0.0,cap,3.2,General,3,307,336,29,0,414550.9513005285,726300.0033818821,414550.95130052854,0.0,726300.0033818822,0.0,39424554.95584585,36617912.503567025,336,0,0,False,False
0.05,0.05,0.0,0.0,cap,3.2,New,124,307,330,23,183,-133909.30645392917,-259606.91730835102,294125.4917850056,-428034.7982389348,513038.2699383962,-772645.1872467471,16655100.0,4625722.778244635,124,206,0,True,True
0.05,0.05,0.0,0.05,cap,3.2,General,3,307,336,29,0,414550.9513005285,726300.0033818821,414550.95130052854,0.0,726300.0033818822,0.0,39424554.95584585,36617912.503567025,336,0,0,False,False
0.05,0.05,0.0,0.05,cap,3.2,New,125,307,330,23,185,-137097.09397484938,-266633.603421371,294125.4917850056,-431222.585759855,513038.2699383962,-779671.8733597673,16949942.35156992,4627340.740284936,122,205,3,True,True
0.05,0.05,0.05,-0.05,cap,3.2,General,3,307,336,29,0,414550.9513005285,726300.0033818821,414550.95130052854,0.0,726300.0033818822,0.0,39424554.95584585,36617912.503567025,336,0,0,False,False
0.05,0.05,0.05,-0.05,cap,3.2,New,3,307,333,26,307,-220223.59572410543,-431630.0249216632,346103.50478365377,-566327.1005077593,603702.6652678369,-1035332.6901895001,26923050.0,14077842.820033206,0,333,0,True,True
0.05,0.05,0.05,0.0,cap,3.2,General,3,307,336,29,0,414550.9513005285,726300.0033818821,414550.95130052854,0.0,726300.0033818822,0.0,39424554.95584585,36617912.503567025,336,0,0,False,False
0.05,0.05,0.05,0.0,cap,3.2,New,3,307,333,26,307,-220223.59572410543,-431630.0249216632,346103.50478365377,-566327.1005077593,603702.6652678369,-1035332.6901895001,26923050.0,14077842.820033206,0,333,0,True,True
0.05,0.05,0.05,0.05,cap,3.2,General,3,307,336,29,0,414550.9513005285,726300.0033818821,414550.95130052854,0.0,726300.0033818822,0.0,39424554.95584585,36617912.503567025,336,0,0,False,False
0.05,0.05,0.05,0.05,cap,3.2,New,3,307,333,26,307,-220223.59572410543,-431630.0249216632,346103.50478365377,-566327.1005077593,603702.6652678369,-1035332.6901895001,26923050.0,14077842.820033206,0,333,0,True,True
0.05,-0.05,-0.05,-0.05,area,proportional,General,38,337,337,0,153,638797.5928502767,981053.1227988212,0.0,638797.5928502767,0.0,981053.1227988213,70896425.5361292,63311926.159065425,108,0,229,False,False
0.05,-0.05,-0.05,-0.05,area,proportional,New,1,337,337,0,261,1000656.5889938059,1537132.3002258777,0.0,1000656.5889938062,0.0,1537132.3002258777,77535674.65323733,60115384.85376514,0,1,336,False,False
0.05,-0.05,-0.05,0.0,area,proportional,General,67,337,337,0,33,139765.33480561513,222024.1249008915,0.0,139765.33480561513,0.0,222024.12490089153,77476759.2475957,73038515.52531771,3,0,334,False,False
0.05,-0.05,-0.05,0.0,area,proportional,New,0,337,337,0,36,150738.90712982416,239470.31625240797,0.0,150738.90712982416,0.0,239470.316252408,77664768.78220902,73010903.37281832,0,0,337,False,False
0.05,-0.05,-0.05,0.05,area,proportional,General,70,337,337,0,1,4503.708155025857,7283.773975432767,0.0,4503.708155025857,0.0,7283.773975432767,77664768.78220902,73965224.89895944,0,0,337,False,False
0.05,-0.05,-0.05,0.05,area,proportional,New,0,337,337,0,1,4503.708155025857,7283.773975432767,0.0,4503.708155025857,0.0,7283.773975432767,77664768.78220902,73965224.89895944,0,0,337,False,False
0.05,-0.05,0.0,-0.05,area,proportional,General,38,337,337,0,160,656155.0434371461,1012243.9846958736,0.0,656155.0434371461,0.0,1012243.9846958737,70896425.5361292,63201868.65993944,108,0,229,False,False
0.05,-0.05,0.0,-0.05,area,proportional,New,7,337,337,0,255,986832.9280230287,1516565.8427167158,0.0,986832.9280230289,0.0,1516565.8427167158,76761109.87940724,60226827.151532546,0,7,330,False,False
0.05,-0.05,0.0,0.0,area,proportional,General,67,337,337,0,36,157122.78539248445,253214.98679794394,0.0,157122.78539248445,0.0,253214.98679794392,77476759.2475957,72928458.02619173,3,0,334,False,False
0.05,-0.05,0.0,0.0,area,proportional,New,0,337,337,0,36,168096.3577166935,270661.17814946035,0.0,168096.35771669348,0.0,270661.17814946035,77664768.78220902,72900845.87369232,0,0,337,False,False
0.05,-0.05,0.0,0.05,area,proportional,General,70,337,337,0,3,21066.35789136507,35360.00264601238,0.0,21066.35789136507,0.0,35360.00264601238,77664768.78220902,73924920.36131278,0,0,337,False,False
0.05,-0.05,0.0,0.05,area,proportional,New,0,337,337,0,3,21066.35789136507,35360.00264601238,0.0,21066.35789136507,0.0,35360.00264601238,77664768.78220902,73924920.36131278,0,0,337,False,False
0.05,-0.05,0.05,-0.05,area,proportional,General,45,337,337,0,247,922948.0522033675,1497148.9538940853,0.0,922948.0522033675,0.0,1497148.9538940853,70431455.54742517,59481743.972182736,101,7,229,False,False
0.05,-0.05,0.05,-0.05,area,proportional,New,47,337,337,0,214,1058993.274011731,1683067.2131466095,0.0,1058993.274011731,0.0,1683067.2131466095,71597344.72053987,57986855.932870105,0,47,290,False,False
0.05,-0.05,0.05,0.0,area,proportional,General,70,337,337,0,57,373978.6455794269,621387.2774242265,0.0,373978.6455794269,0.0,621387.2774242266,77148392.26632228,70797184.45571984,0,4,333,False,False
0.05,-0.05,0.05,0.0,area,proportional,New,4,337,337,0,57,373978.6455794269,621387.2774242265,0.0,373978.6455794269,0.0,621387.2774242266,77148392.26632228,70797184.45571984,0,4,333,False,False
0.05,-0.05,0.05,0.05,area,proportional,General,70,337,337,0,8,53333.941943372745,89149.18947107394,0.0,53333.94194337274,0.0,89149.18947107394,77664768.78220902,73628269.20340158,0,0,337,False,False
0.05,-0.05,0.05,0.05,area,proportional,New,0,337,337,0,8,53333.941943372745,89149.18947107394,0.0,53333.94194337274,0.0,89149.18947107394,77664768.78220902,73628269.20340158,0,0,337,False,False
0.05,0.0,-0.05,-0.05,area,proportional,General,267,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.05,0.0,-0.05,-0.05,area,proportional,New,1,337,337,0,337,915574.5524596437,1309320.09395314,0.0,915574.5524596437,0.0,1309320.09395314,77535674.65323733,25833437.766646445,0,1,336,False,False
0.05,0.0,-0.05,0.0,area,proportional,General,0,337,337,0,134,555708.8777161391,854209.1486447519,0.0,555708.877716139,0.0,854209.1486447518,73277879.64123136,65801726.51809956,70,0,267,False,False
0.05,0.0,-0.05,0.0,area,proportional,New,0,337,337,0,204,795501.041413649,1223245.456741226,0.0,795501.041413649,0.0,1223245.456741226,77664768.78220902,63856814.383724324,0,0,337,False,False
0.05,0.0,-0.05,0.05,area,proportional,General,69,337,337,0,26,111405.59447337236,176783.4882888745,0.0,111405.59447337236,0.0,176783.4882888745,77602098.9373379,73419734.92065112,1,0,336,False,False
0.05,0.0,-0.05,0.05,area,proportional,New,0,337,337,0,27,115078.8887425056,182612.36364149617,0.0,115078.8887425056,0.0,182612.3636414962,77664768.78220902,73411765.8160364,0,0,337,False,False
0.05,0.0,0.0,-0.05,area,proportional,General,267,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.05,0.0,0.0,-0.05,area,proportional,New,7,337,337,0,337,884393.4409019971,1257562.774546926,0.0,884393.4409019971,0.0,1257562.774546926,76761109.87940724,26054937.563539844,0,7,330,False,False
0.05,0.0,0.0,0.0,area,proportional,General,0,337,337,0,134,555708.8777161391,854209.1486447519,0.0,555708.877716139,0.0,854209.1486447518,73277879.64123136,65801726.51809956,70,0,267,False,False
0.05,0.0,0.0,0.0,area,proportional,New,0,337,337,0,204,795501.041413649,1223245.456741226,0.0,795501.041413649,0.0,1223245.456741226,77664768.78220902,63856814.383724324,0,0,337,False,False
0.05,0.0,0.0,0.05,area,proportional,General,69,337,337,0,26,111405.59447337236,176783.4882888745,0.0,111405.59447337236,0.0,176783.4882888745,77602098.9373379,73419734.92065112,1,0,336,False,False
0.05,0.0,0.0,0.05,area,proportional,New,0,337,337,0,27,115078.8887425056,182612.36364149617,0.0,115078.8887425056,0.0,182612.3636414962,77664768.78220902,73411765.8160364,0,0,337,False,False
0.05,0.0,0.05,-0.05,area,proportional,General,267,337,337,0,4,10196.093525591394,18315.751847762796,0.0,10196.093525591394,0.0,18315.751847762796,56545031.060645126,53811724.56109475,337,0,0,False,False
0.05,0.0,0.05,-0.05,area,proportional,New,47,337,337,0,333,687645.0764808664,935085.119696028,0.0,687645.0764808664,0.0,935085.119696028,71597344.72053987,27565286.431649912,0,47,290,False,False
0.05,0.0,0.05,0.0,area,proportional,General,0,337,337,0,138,565904.9712417304,872524.9004925145,0.0,565904.9712417304,0.0,872524.9004925145,73277879.64123136,65761040.545246564,70,0,267,False,False
0.05,0.0,0.05,0.0,area,proportional,New,4,337,337,0,200,784159.6223238062,1205768.437959874,0.0,784159.6223238062,0.0,1205768.437959874,77148392.26632228,63903786.54930666,0,4,333,False,False
0.05,0.0,0.05,0.05,area,proportional,General,69,337,337,0,27,121601.68799896375,195099.2401366373,0.0,121601.68799896375,0.0,195099.24013663732,77602098.9373379,73379048.94779813,1,0,336,False,False
0.05,0.0,0.05,0.05,area,proportional,New,0,337,337,0,27,125274.982268097,200928.11548925898,0.0,125274.982268097,0.0,200928.115489259,77664768.78220902,73371079.84318341,0,0,337,False,False
0.05,0.05,-0.05,-0.05,area,proportional,General,267,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.05,0.05,-0.05,-0.05,area,proportional,New,330,337,337,0,7,13007.397022661004,15035.64861592443,0.0,13007.397022661004,0.0,15035.64861592443,1613214.7818263,46359.3032986438,330,0,7,False,False
0.05,0.05,-0.05,0.0,area,proportional,General,263,337,337,0,4,15524.823184009438,22423.84251157297,0.0,15524.823184009438,0.0,22423.84251157297,56795710.44012956,53887065.80408702,333,0,4,False,False
0.05,0.05,-0.05,0.0,area,proportional,New,0,337,337,0,337,993198.313619406,1429329.2768577873,0.0,993198.313619406,0.0,1429329.2768577873,77664768.78220902,31590673.87250989,0,0,337,False,False
0.05,0.05,-0.05,0.05,area,proportional,General,24,337,337,0,120,500534.7757936025,769818.0366663061,0.0,500534.7757936026,0.0,769818.0366663061,74781955.91813798,67881506.93900056,46,0,291,False,False
0.05,0.05,-0.05,0.05,area,proportional,New,0,337,337,0,166,658864.3354351092,1013446.7663591455,0.0,658864.3354351093,0.0,1013446.7663591453,77664768.78220902,66663569.98763399,0,0,337,False,False
0.05,0.05,0.0,-0.05,area,proportional,General,267,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.05,0.05,0.0,-0.05,area,proportional,New,330,337,337,0,7,13007.397022661004,15035.64861592443,0.0,13007.397022661004,0.0,15035.64861592443,1613214.7818263,46359.3032986438,330,0,7,False,False
0.05,0.05,0.0,0.0,area,proportional,General,263,337,337,0,4,15524.823184009438,22423.84251157297,0.0,15524.823184009438,0.0,22423.84251157297,56795710.44012956,53887065.80408702,333,0,4,False,False
0.05,0.05,0.0,0.0,area,proportional,New,0,337,337,0,337,993198.313619406,1429329.2768577873,0.0,993198.313619406,0.0,1429329.2768577873,77664768.78220902,31590673.87250989,0,0,337,False,False
0.05,0.05,0.0,0.05,area,proportional,General,24,337,337,0,120,500534.7757936025,769818.0366663061,0.0,500534.7757936026,0.0,769818.0366663061,74781955.91813798,67881506.93900056,46,0,291,False,False
0.05,0.05,0.0,0.05,area,proportional,New,0,337,337,0,166,658864.3354351092,1013446.7663591455,0.0,658864.3354351093,0.0,1013446.7663591453,77664768.78220902,66663569.98763399,0,0,337,False,False
0.05,0.05,0.05,-0.05,area,proportional,General,267,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.05,0.05,0.05,-0.05,area,proportional,New,330,337,337,0,15,-15613.13263180456,-36053.86533958794,0.0,-15613.132631804558,0.0,-36053.86533958793,2424135.786425742,241769.55940815204,322,8,7,False,False
0.05,0.05,0.05,0.0,area,proportional,General,263,337,337,0,4,15524.823184009438,22423.84251157297,0.0,15524.823184009438,0.0,22423.84251157297,56795710.44012956,53887065.80408702,333,0,4,False,False
0.05,0.05,0.05,0.0,area,proportional,New,4,337,337,0,337,971660.8010039717,1393536.5062286723,0.0,971660.8010039717,0.0,1393536.5062286723,77148392.26632228,31678332.01094523,0,4,333,False,False
0.05,0.05,0.05,0.05,area,proportional,General,24,337,337,0,120,500534.7757936025,769818.0366663061,0.0,500534.7757936026,0.0,769818.0366663061,74781955.91813798,67881506.93900056,46,0,291,False,False
0.05,0.05,0.05,0.05,area,proportional,New,0,337,337,0,166,658864.3354351092,1013446.7663591455,0.0,658864.3354351093,0.0,1013446.7663591453,77664768.78220902,66663569.98763399,0,0,337,False,False
0.05,-0.05,-0.05,-0.05,area,3.2,General,16,337,337,0,108,395094.39279145043,607905.0474709901,0.0,395094.3927914504,0.0,607905.0474709901,75659333.74633351,69435467.82454112,32,0,305,False,False
0.05,-0.05,-0.05,-0.05,area,3.2,New,0,337,337,0,140,491628.73017542483,756418.9106630291,0.0,491628.73017542483,0.0,756418.9106630292,77664768.78220902,68926347.928778,0,0,337,False,False
0.05,-0.05,-0.05,0.0,area,3.2,General,16,337,337,0,7,26499.18431827984,42113.81580059783,0.0,26499.184318279837,0.0,42113.81580059783,77664768.78220902,73867861.35748392,0,0,337,False,False
0.05,-0.05,-0.05,0.0,area,3.2,New,0,337,337,0,7,26499.18431827984,42113.81580059783,0.0,26499.184318279837,0.0,42113.81580059783,77664768.78220902,73867861.35748392,0,0,337,False,False
0.05,-0.05,-0.05,0.05,area,3.2,General,16,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77664768.78220902,73966446.45924667,0,0,337,False,False
0.05,-0.05,-0.05,0.05,area,3.2,New,0,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77664768.78220902,73966446.45924667,0,0,337,False,False
0.05,-0.05,0.0,-0.05,area,3.2,General,16,337,337,0,108,395094.39279145043,607905.0474709901,0.0,395094.3927914504,0.0,607905.0474709901,75659333.74633351,69435467.82454112,32,0,305,False,False
0.05,-0.05,0.0,-0.05,area,3.2,New,0,337,337,0,140,491628.73017542483,756418.9106630291,0.0,491628.73017542483,0.0,756418.9106630292,77664768.78220902,68926347.928778,0,0,337,False,False
0.05,-0.05,0.0,0.0,area,3.2,General,16,337,337,0,7,26499.18431827984,42113.81580059783,0.0,26499.184318279837,0.0,42113.81580059783,77664768.78220902,73867861.35748392,0,0,337,False,False
0.05,-0.05,0.0,0.0,area,3.2,New,0,337,337,0,7,26499.18431827984,42113.81580059783,0.0,26499.184318279837,0.0,42113.81580059783,77664768.78220902,73867861.35748392,0,0,337,False,False
0.05,-0.05,0.0,0.05,area,3.2,General,16,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77664768.78220902,73966446.45924667,0,0,337,False,False
0.05,-0.05,0.0,0.05,area,3.2,New,0,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77664768.78220902,73966446.45924667,0,0,337,False,False
0.05,-0.05,0.05,-0.05,area,3.2,General,16,337,337,0,116,409339.3585004423,633808.3397824352,0.0,409339.35850044223,0.0,633808.3397824352,75659333.74633351,69333682.71557713,32,0,305,False,False
0.05,-0.05,0.05,-0.05,area,3.2,New,2,337,337,0,138,497260.12720778096,768125.0193367562,0.0,497260.1272077811,0.0,768125.0193367563,77406580.52426565,68833792.15160318,0,2,335,False,False
0.05,-0.05,0.05,0.0,area,3.2,General,16,337,337,0,7,36945.44413638532,61108.513793156,0.0,36945.44413638532,0.0,61108.513793156,77664768.78220902,73772525.36866985,0,0,337,False,False
0.05,-0.05,0.05,0.0,area,3.2,New,0,337,337,0,7,36945.44413638532,61108.513793156,0.0,36945.44413638532,0.0,61108.513793156,77664768.78220902,73772525.36866985,0,0,337,False,False
0.05,-0.05,0.05,0.05,area,3.2,General,16,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77664768.78220902,73966446.45924667,0,0,337,False,False
0.05,-0.05,0.05,0.05,area,3.2,New,0,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,77664768.78220902,73966446.45924667,0,0,337,False,False
0.05,0.0,-0.05,-0.05,area,3.2,General,297,337,337,0,24,81113.08441397367,116033.66106839848,0.0,81113.08441397367,0.0,116033.66106839848,58049107.33755175,54167557.12220483,313,0,24,False,False
0.05,0.0,-0.05,-0.05,area,3.2,New,0,337,337,0,337,921171.7272064064,1318676.0424204734,0.0,921171.7272064064,0.0,1318676.0424204734,77664768.78220902,40854300.56220634,0,0,337,False,False
0.05,0.0,-0.05,0.0,area,3.2,General,0,337,337,0,91,334280.4124989696,514444.86982057174,0.0,334280.4124989696,0.0,514444.8698205718,76662051.26427127,70913152.38053487,16,0,321,False,False
0.05,0.0,-0.05,0.0,area,3.2,New,0,337,337,0,107,382830.1002041604,589094.4199222687,0.0,382830.10020416044,0.0,589094.4199222686,77664768.78220902,70681193.95370959,0,0,337,False,False
0.05,0.0,-0.05,0.05,area,3.2,General,16,337,337,0,4,15341.16023418323,24364.96367599757,0.0,15341.16023418323,0.0,24364.96367599757,77664768.78220902,73926013.65099554,0,0,337,False,False
0.05,0.0,-0.05,0.05,area,3.2,New,0,337,337,0,4,15341.16023418323,24364.96367599757,0.0,15341.16023418323,0.0,24364.96367599757,77664768.78220902,73926013.65099554,0,0,337,False,False
0.05,0.0,0.0,-0.05,area,3.2,General,297,337,337,0,24,81113.08441397367,116033.66106839848,0.0,81113.08441397367,0.0,116033.66106839848,58049107.33755175,54167557.12220483,313,0,24,False,False
0.05,0.0,0.0,-0.05,area,3.2,New,0,337,337,0,337,921171.7272064064,1318676.0424204734,0.0,921171.7272064064,0.0,1318676.0424204734,77664768.78220902,40854300.56220634,0,0,337,False,False
0.05,0.0,0.0,0.0,area,3.2,General,0,337,337,0,91,334280.4124989696,514444.86982057174,0.0,334280.4124989696,0.0,514444.8698205718,76662051.26427127,70913152.38053487,16,0,321,False,False
0.05,0.0,0.0,0.0,area,3.2,New,0,337,337,0,107,382830.1002041604,589094.4199222687,0.0,382830.10020416044,0.0,589094.4199222686,77664768.78220902,70681193.95370959,0,0,337,False,False
0.05,0.0,0.0,0.05,area,3.2,General,16,337,337,0,4,15341.16023418323,24364.96367599757,0.0,15341.16023418323,0.0,24364.96367599757,77664768.78220902,73926013.65099554,0,0,337,False,False
0.05,0.0,0.0,0.05,area,3.2,New,0,337,337,0,4,15341.16023418323,24364.96367599757,0.0,15341.16023418323,0.0,24364.96367599757,77664768.78220902,73926013.65099554,0,0,337,False,False
0.05,0.0,0.05,-0.05,area,3.2,General,297,337,337,0,24,81113.08441397367,116033.66106839848,0.0,81113.08441397367,0.0,116033.66106839848,58049107.33755175,54167557.12220483,313,0,24,False,False
0.05,0.0,0.05,-0.05,area,3.2,New,2,337,337,0,337,912558.1585297708,1304478.8587827554,0.0,912558.1585297708,0.0,1304478.8587827554,77406580.52426565,40863529.89399554,0,2,335,False,False
0.05,0.0,0.05,0.0,area,3.2,General,0,337,337,0,91,334280.4124989696,514444.86982057174,0.0,334280.4124989696,0.0,514444.8698205718,76662051.26427127,70913152.38053487,16,0,321,False,False
0.05,0.0,0.05,0.0,area,3.2,New,0,337,337,0,107,382830.1002041604,589094.4199222687,0.0,382830.10020416044,0.0,589094.4199222686,77664768.78220902,70681193.95370959,0,0,337,False,False
0.05,0.0,0.05,0.05,area,3.2,General,16,337,337,0,4,15341.16023418323,24364.96367599757,0.0,15341.16023418323,0.0,24364.96367599757,77664768.78220902,73926013.65099554,0,0,337,False,False
0.05,0.0,0.05,0.05,area,3.2,New,0,337,337,0,4,15341.16023418323,24364.96367599757,0.0,15341.16023418323,0.0,24364.96367599757,77664768.78220902,73926013.65099554,0,0,337,False,False
0.05,0.05,-0.05,-0.05,area,3.2,General,321,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.05,0.05,-0.05,-0.05,area,3.2,New,47,337,337,0,290,421945.80278842145,475679.4928380945,0.0,421945.8027884215,0.0,475679.4928380945,66833183.81851815,5496207.522335469,47,0,290,False,False
0.05,0.05,-0.05,0.0,area,3.2,General,227,337,337,0,94,320224.2169305722,459741.8327910231,0.0,320224.2169305721,0.0,459741.832791023,62435996.47852941,55289238.90935532,243,0,94,False,False
0.05,0.05,-0.05,0.0,area,3.2,New,0,337,337,0,337,993198.313619406,1429329.2768577873,0.0,993198.313619406,0.0,1429329.2768577873,77664768.78220902,46616427.47524629,0,0,337,False,False
0.05,0.05,-0.05,0.05,area,3.2,General,7,337,337,0,61,224097.51156264715,344913.53311606,0.0,224097.51156264718,0.0,344913.53311606,77100740.17836903,72024261.47382991,9,0,328,False,False
0.05,0.05,-0.05,0.05,area,3.2,New,0,337,337,0,70,251781.77188238548,387488.1235012982,0.0,251781.77188238548,0.0,387488.12350129813,77664768.78220902,71923789.73758617,0,0,337,False,False
0.05,0.05,0.0,-0.05,area,3.2,General,321,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.05,0.05,0.0,-0.05,area,3.2,New,47,337,337,0,290,421945.80278842145,475679.4928380945,0.0,421945.8027884215,0.0,475679.4928380945,66833183.81851815,5496207.522335469,47,0,290,False,False
0.05,0.05,0.0,0.0,area,3.2,General,227,337,337,0,94,320224.2169305722,459741.8327910231,0.0,320224.2169305721,0.0,459741.832791023,62435996.47852941,55289238.90935532,243,0,94,False,False
0.05,0.05,0.0,0.0,area,3.2,New,0,337,337,0,337,993198.313619406,1429329.2768577873,0.0,993198.313619406,0.0,1429329.2768577873,77664768.78220902,46616427.47524629,0,0,337,False,False
0.05,0.05,0.0,0.05,area,3.2,General,7,337,337,0,61,224097.51156264715,344913.53311606,0.0,224097.51156264718,0.0,344913.53311606,77100740.17836903,72024261.47382991,9,0,328,False,False
0.05,0.05,0.0,0.05,area,3.2,New,0,337,337,0,70,251781.77188238548,387488.1235012982,0.0,251781.77188238548,0.0,387488.12350129813,77664768.78220902,71923789.73758617,0,0,337,False,False
0.05,0.05,0.05,-0.05,area,3.2,General,321,337,337,0,0,0.0,0.0,0.0,0.0,0.0,0.0,56545031.060645126,53852410.53394775,337,0,0,False,False
0.05,0.05,0.05,-0.05,area,3.2,New,47,337,337,0,290,421945.80278842145,475679.4928380945,0.0,421945.8027884215,0.0,475679.4928380945,66833183.81851815,5496207.522335469,47,0,290,False,False
0.05,0.05,0.05,0.0,area,3.2,General,227,337,337,0,94,320224.2169305722,459741.8327910231,0.0,320224.2169305721,0.0,459741.832791023,62435996.47852941,55289238.90935532,243,0,94,False,False
0.05,0.05,0.05,0.0,area,3.2,New,0,337,337,0,337,993198.313619406,1429329.2768577873,0.0,993198.313619406,0.0,1429329.2768577873,77664768.78220902,46616427.47524629,0,0,337,False,False
0.05,0.05,0.05,0.05,area,3.2,General,7,337,337,0,61,224097.51156264715,344913.53311606,0.0,224097.51156264718,0.0,344913.53311606,77100740.17836903,72024261.47382991,9,0,328,False,False
0.05,0.05,0.05,0.05,area,3.2,New,0,337,337,0,70,251781.77188238548,387488.1235012982,0.0,251781.77188238548,0.0,387488.12350129813,77664768.78220902,71923789.73758617,0,0,337,False,False
0.1,-0.1,-0.1,-0.1,cap,proportional,General,29,189,284,95,99,1607322.8743763773,2828408.97389564,1448667.8829772612,158654.99139911588,2538089.6727042864,290319.3011913543,33323135.736488752,24242559.4184737,284,0,0,False,False
0.1,-0.1,-0.1,-0.1,cap,proportional,New,30,189,281,92,90,1107689.774493461,1918617.4211843482,1291015.971005137,-183326.1965116764,2251897.9779945756,-333280.5568102274,22718850.0,17433631.351419304,0,281,0,False,False
0.1,-0.1,-0.1,0.0,cap,proportional,General,29,189,284,95,99,1607322.8743763773,2828408.97389564,1448667.8829772612,158654.99139911588,2538089.6727042864,290319.3011913543,33323135.736488752,24242559.4184737,284,0,0,False,False
0.1,-0.1,-0.1,0.0,cap,proportional,New,96,189,281,92,91,1245179.9305775384,2129515.913105388,1291015.971005137,-45836.04042759891,2251897.9779945756,-122382.06488918737,25647981.734538242,17726770.01369444,0,215,66,False,False
0.1,-0.1,-0.1,0.1,cap,proportional,General,313,192,296,104,7,1750362.1209878854,3011928.024750513,1729470.254177987,20891.866809898245,2978316.690459581,33611.334290931845,37068312.02156545,29339114.46494578,0,0,296,False,False
0.1,-0.1,-0.1,0.1,cap,proportional,New,311,192,296,104,7,1750362.1209878854,3011928.024750513,1729470.254177987,20891.866809898245,2978316.690459581,33611.334290931845,37068312.02156545,29339114.46494578,0,0,296,False,False
0.1,-0.1,0.0,-0.1,cap,proportional,General,313,258,311,53,0,757048.318998422,1320506.9627988008,757048.3189984219,0.0,1320506.9627988013,0.0,25144350.0,22362422.868802074,0,311,0,False,False
0.1,-0.1,0.0,-0.1,cap,proportional,New,0,258,311,53,0,757048.318998422,1320506.9627988008,757048.3189984219,0.0,1320506.9627988013,0.0,25144350.0,22362422.868802074,0,311,0,False,False
