spatial_case,accounting,context,strategy,support_fraction,before_viable,after_viable,new_viable,before_target,after_target,new_target,supported_projects,baseline_adopters_paid,before_npv_usd,after_npv_usd,private_gain_usd,direct_support_usd,admin_usd,public_cost_usd,extra_mwh,full_instrument_ceiling_usd,matched_set_is_global_rank_prefix,all_choices_match_uniform,objective_support_usd,other_switch_support_usd,baseline_adopter_support_usd
Alternative ratios with primary c-Si,Half replacement cost,cap,Matched additions,1.0,306,333,27,306,333,27,27,0,48060731.65480684,48060758.65480684,27.0,715386.3932428549,35769.31966214274,751155.7129049976,342447.0239668171,67431.18686870427,1,1,715386.3932428547,0.0,0.0
Alternative ratios with primary c-Si,Half replacement cost,cap,Strict selections,1.0,306,333,27,306,333,27,27,0,48060731.65480684,48060758.65480684,27.0,715386.3932428549,35769.31966214274,751155.7129049976,342447.0239668171,67431.18686870427,1,1,715386.3932428547,0.0,0.0
Alternative ratios with primary c-Si,Half replacement cost,area,Uniform,0.0,337,337,0,133,133,0,0,0,308987305.45421106,308987305.45421106,0.0,0.0,0.0,0.0,0.0,298427.83271956845,1,1,0.0,0.0,0.0
Alternative ratios with primary c-Si,Half replacement cost,area,Matched additions,0.0,337,337,0,133,133,0,0,0,308987305.45421106,308987305.45421106,0.0,0.0,0.0,0.0,0.0,298427.83271956845,1,1,0.0,0.0,0.0
Alternative ratios with primary c-Si,Half replacement cost,area,Strict selections,0.0,337,337,0,133,133,0,0,0,308987305.45421106,308987305.45421106,0.0,0.0,0.0,0.0,0.0,298427.83271956845,1,1,0.0,0.0,0.0
Alternative ratios with primary c-Si,Half replacement cost,area,Uniform,0.25,337,337,0,133,291,158,291,133,308987305.45421106,325143471.21005267,16156165.755841652,21710624.830348607,1085531.2415174304,22796156.07186604,644567.7316300021,298427.83271956845,0,1,11787899.392422955,0.0,9922725.437925652
Alternative ratios with primary c-Si,Half replacement cost,area,Matched additions,0.25,337,337,0,133,291,158,158,0,308987305.45421106,308987463.45421106,158.0,5554617.074506951,277730.85372534755,5832347.928232298,644567.7316300021,298427.83271956845,0,1,5554617.074506951,0.0,0.0
Alternative ratios with primary c-Si,Half replacement cost,area,Strict selections,0.25,337,337,0,133,291,158,158,0,308987305.45421106,308987463.45421106,158.0,5554617.074506951,277730.85372534755,5832347.928232298,644567.7316300021,298427.83271956845,0,1,5554617.074506951,0.0,0.0
Alternative ratios with primary c-Si,Half replacement cost,area,Uniform,0.5,337,337,0,133,333,200,333,133,308987305.45421106,349040748.50164306,40053443.04743205,49688234.14780816,2484411.707390408,52172645.85519857,802025.3145685322,298427.83271956845,0,1,29842783.271956854,0.0,19845450.875851303
Alternative ratios with primary c-Si,Half replacement cost,area,Matched additions,0.5,337,337,0,133,333,200,200,0,308987305.45421106,308987505.45421106,200.0,9634991.100376107,481749.5550188054,10116740.655394912,802025.3145685322,298427.83271956845,0,1,9634991.100376107,0.0,0.0
Alternative ratios with primary c-Si,Half replacement cost,area,Strict selections,0.5,337,337,0,133,333,200,200,0,308987305.45421106,308987505.45421106,200.0,9634991.100376107,481749.5550188054,10116740.655394912,802025.3145685322,298427.83271956845,0,1,9634991.100376107,0.0,0.0
Alternative ratios with primary c-Si,Half replacement cost,area,Uniform,0.75,337,337,0,133,337,204,337,133,308987305.45421106,374106142.162614,65118836.708402954,75427634.71987092,3771381.7359935464,79199016.45586447,826607.8760943636,298427.83271956845,1,1,45659458.40609398,0.0,29768176.31377696
Alternative ratios with primary c-Si,Half replacement cost,area,Matched additions,0.75,337,337,0,133,337,204,204,0,308987305.45421106,308987509.45421106,203.9999999999709,10309002.011467978,515450.10057339893,10824452.112041378,826607.8760943636,298427.83271956845,1,1,10309002.01146798,0.0,0.0
Alternative ratios with primary c-Si,Half replacement cost,area,Strict selections,0.75,337,337,0,133,337,204,204,0,308987305.45421106,308987509.45421106,203.9999999999709,10309002.011467978,515450.10057339893,10824452.112041378,826607.8760943636,298427.83271956845,1,1,10309002.01146798,0.0,0.0
Alternative ratios with primary c-Si,Half replacement cost,area,Uniform,1.0,337,337,0,133,337,204,337,133,308987305.45421106,399248687.0692376,90261381.61502656,100570179.62649459,5028508.9813247295,105598688.60781932,826607.8760943636,298427.83271956845,1,1,60879277.87479198,0.0,39690901.75170261
Alternative ratios with primary c-Si,Half replacement cost,area,Matched additions,1.0,337,337,0,133,337,204,204,0,308987305.45421106,308987509.45421106,203.9999999999709,10309002.011467978,515450.10057339893,10824452.112041378,826607.8760943636,298427.83271956845,1,1,10309002.01146798,0.0,0.0
Alternative ratios with primary c-Si,Half replacement cost,area,Strict selections,1.0,337,337,0,133,337,204,204,0,308987305.45421106,308987509.45421106,203.9999999999709,10309002.011467978,515450.10057339893,10824452.112041378,826607.8760943636,298427.83271956845,1,1,10309002.01146798,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,cap,Uniform,0.0,322,322,0,322,322,0,0,0,56754014.40232827,56754014.40232827,0.0,0.0,0.0,0.0,0.0,134862.37373740855,1,1,0.0,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,cap,Matched additions,0.0,322,322,0,322,322,0,0,0,56754014.40232827,56754014.40232827,0.0,0.0,0.0,0.0,0.0,134862.37373740855,1,1,0.0,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,cap,Strict selections,0.0,322,322,0,322,322,0,0,0,56754014.40232827,56754014.40232827,0.0,0.0,0.0,0.0,0.0,134862.37373740855,1,1,0.0,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,cap,Uniform,0.25,322,331,9,322,331,9,331,322,56754014.40232827,67815110.7433627,11061096.341034424,11159861.426770557,557993.0713385278,11717854.498109085,111396.90771361173,134862.37373740855,1,1,303440.34090916923,0.0,10856421.085861389
Alternative ratios with primary c-Si,Remaining-life salvage,cap,Matched additions,0.25,322,331,9,322,331,9,9,0,56754014.40232827,56754023.40232827,9.0,98774.08573613178,4938.704286806589,103712.79002293837,111396.90771361173,134862.37373740855,1,1,98774.08573613176,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,cap,Strict selections,0.25,322,331,9,322,331,9,9,0,56754014.40232827,56754023.40232827,9.0,98774.08573613178,4938.704286806589,103712.79002293837,111396.90771361173,134862.37373740855,1,1,98774.08573613176,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,cap,Uniform,0.5,322,336,14,322,336,14,336,322,56754014.40232827,79066322.39109334,22312307.988765083,22656878.787884638,1132843.939394232,23789722.72727887,168510.67313292346,134862.37373740855,1,1,944036.6161618598,0.0,21712842.171722777
Alternative ratios with primary c-Si,Remaining-life salvage,cap,Matched additions,0.5,322,336,14,322,336,14,14,0,56754014.40232827,56754028.40232827,14.0,344584.7991195513,17229.239955977566,361814.0390755289,168510.67313292346,134862.37373740855,1,1,344584.7991195513,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,cap,Strict selections,0.5,322,336,14,322,336,14,14,0,56754014.40232827,56754028.40232827,14.0,344584.7991195513,17229.239955977566,361814.0390755289,168510.67313292346,134862.37373740855,1,1,344584.7991195513,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,cap,Uniform,0.75,322,337,15,322,337,15,337,322,56754014.40232827,90415979.29502827,33661964.8927,34086464.96213001,1704323.2481065006,35790788.21023651,179164.22302594155,134862.37373740855,1,1,1517201.7045458457,0.0,32569263.257584162
Alternative ratios with primary c-Si,Remaining-life salvage,cap,Matched additions,0.75,322,337,15,322,337,15,15,0,56754014.40232827,56754029.40232827,15.0,424515.06943000574,21225.753471500288,445740.82290150604,179164.22302594155,134862.37373740855,1,1,424515.0694300057,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,cap,Strict selections,0.75,322,337,15,322,337,15,15,0,56754014.40232827,56754029.40232827,15.0,424515.06943000574,21225.753471500288,445740.82290150604,179164.22302594155,134862.37373740855,1,1,424515.0694300057,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,cap,Uniform,1.0,322,337,15,322,337,15,337,322,56754014.40232827,101778134.28240493,45024119.88007668,45448619.949506685,2272430.9974753344,47721050.94698202,179164.22302594155,134862.37373740855,1,1,2022935.6060611282,0.0,43425684.343445554
Alternative ratios with primary c-Si,Remaining-life salvage,cap,Matched additions,1.0,322,337,15,322,337,15,15,0,56754014.40232827,56754029.40232827,15.0,424515.06943000574,21225.753471500288,445740.82290150604,179164.22302594155,134862.37373740855,1,1,424515.0694300057,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,cap,Strict selections,1.0,322,337,15,322,337,15,15,0,56754014.40232827,56754029.40232827,15.0,424515.06943000574,21225.753471500288,445740.82290150604,179164.22302594155,134862.37373740855,1,1,424515.0694300057,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,area,Uniform,0.0,337,337,0,133,133,0,0,0,309819357.6657865,309819357.6657865,0.0,0.0,0.0,0.0,0.0,298427.83271956845,1,1,0.0,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,area,Matched additions,0.0,337,337,0,133,133,0,0,0,309819357.6657865,309819357.6657865,0.0,0.0,0.0,0.0,0.0,298427.83271956845,1,1,0.0,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,area,Strict selections,0.0,337,337,0,133,133,0,0,0,309819357.6657865,309819357.6657865,0.0,0.0,0.0,0.0,0.0,298427.83271956845,1,1,0.0,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,area,Uniform,0.25,337,337,0,133,291,158,291,133,309819357.6657865,325975523.4216281,16156165.755841652,21710624.830348607,1085531.2415174304,22796156.07186604,644567.7316300021,298427.83271956845,0,1,11787899.392422955,0.0,9922725.437925652
Alternative ratios with primary c-Si,Remaining-life salvage,area,Matched additions,0.25,337,337,0,133,291,158,158,0,309819357.6657865,309819515.6657865,158.0,5554617.074506951,277730.85372534755,5832347.928232298,644567.7316300021,298427.83271956845,0,1,5554617.074506951,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,area,Strict selections,0.25,337,337,0,133,291,158,158,0,309819357.6657865,309819515.6657865,158.0,5554617.074506951,277730.85372534755,5832347.928232298,644567.7316300021,298427.83271956845,0,1,5554617.074506951,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,area,Uniform,0.5,337,337,0,133,328,195,328,133,309819357.6657865,349242338.96059906,39422981.29481262,48942164.56600924,2447108.228300462,51389272.794309705,883078.9331133051,298427.83271956845,0,1,29096713.690157928,0.0,19845450.875851303
Alternative ratios with primary c-Si,Remaining-life salvage,area,Matched additions,0.5,337,337,0,133,328,195,195,0,309819357.6657865,309819552.6657865,195.0,9519378.271196613,475968.9135598307,9995347.184756445,883078.9331133051,298427.83271956845,0,1,9519378.271196615,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,area,Strict selections,0.5,337,337,0,133,328,195,195,0,309819357.6657865,309819552.6657865,195.0,9519378.271196613,475968.9135598307,9995347.184756445,883078.9331133051,298427.83271956845,0,1,9519378.271196615,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,area,Uniform,0.75,337,337,0,133,337,204,337,133,309819357.6657865,374106142.162614,64286784.49682748,75427634.71987092,3771381.7359935464,79199016.45586447,940989.6787689077,298427.83271956845,1,1,45659458.40609398,0.0,29768176.31377696
Alternative ratios with primary c-Si,Remaining-life salvage,area,Matched additions,0.75,337,337,0,133,337,204,204,0,309819357.6657865,309819561.6657865,203.9999999999709,11141054.223043451,557052.7111521725,11698106.934195625,940989.6787689077,298427.83271956845,1,1,11141054.223043453,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,area,Strict selections,0.75,337,337,0,133,337,204,204,0,309819357.6657865,309819561.6657865,203.9999999999709,11141054.223043451,557052.7111521725,11698106.934195625,940989.6787689077,298427.83271956845,1,1,11141054.223043453,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,area,Uniform,1.0,337,337,0,133,337,204,337,133,309819357.6657865,399248687.0692376,89429329.40345109,100570179.62649459,5028508.9813247295,105598688.60781932,940989.6787689077,298427.83271956845,1,1,60879277.87479198,0.0,39690901.75170261
Alternative ratios with primary c-Si,Remaining-life salvage,area,Matched additions,1.0,337,337,0,133,337,204,204,0,309819357.6657865,309819561.6657865,203.9999999999709,11141054.223043451,557052.7111521725,11698106.934195625,940989.6787689077,298427.83271956845,1,1,11141054.223043453,0.0,0.0
Alternative ratios with primary c-Si,Remaining-life salvage,area,Strict selections,1.0,337,337,0,133,337,204,204,0,309819357.6657865,309819561.6657865,203.9999999999709,11141054.223043451,557052.7111521725,11698106.934195625,940989.6787689077,298427.83271956845,1,1,11141054.223043453,0.0,0.0
